seed,sleep
8593,51
8594,22
8595,17
8596,37
8597,39
8598,13
8599,45
8600,59
8601,58
8602,48
8603,26
8604,24
8605,13
8606,16
8607,54
8608,25
8609,30
8610,50
8611,23
8612,27
8613,33
8614,35
8615,59
8616,31
8617,16
8618,43
8619,34
8620,18
8621,21
8622,53
8623,31
8624,46
8625,57
8626,32
8627,36
8628,8
8629,26
8630,55
8631,59
8632,36
8633,26
8634,45
8635,8
8636,25
8637,36
8638,28
8639,46
8640,45
8641,33
8642,9
8643,10
8644,58
8645,52
8646,59
8647,39
8648,23
8649,46
8650,23
8651,44
8652,32
8653,59
8654,26
8655,46
8656,46
8657,34
8658,12
8659,27
8660,48
8661,33
8662,46
8663,31
8664,39
8665,7
8666,30
8667,39
8668,27
8669,45
8670,5
8671,27
8672,54
8673,6
8674,42
8675,35
8676,37
8677,44
8678,32
8679,19
8680,48
8681,50
8682,8
8683,24
8684,37
8685,56
8686,39
8687,17
8688,43
8689,39
8690,18
8691,48
8692,12
8693,37
8694,30
8695,12
8696,40
8697,8
8698,21
8699,25
8700,26
8701,8
8702,33
8703,48
8704,51
8705,54
8706,14
8707,37
8708,42
8709,6
8710,43
8711,46
8712,56
8713,43
8714,44
8715,31
8716,21
8717,35
8718,22
8719,44
8720,52
8721,39
8722,48
8723,19
8724,23
8725,15
8726,20
8727,17
8728,36
8729,52
8730,20
8731,20
8732,54
8733,22
8734,57
8735,27
8736,17
8737,41
8738,50
8739,25
8740,14
8741,9
8742,55
8743,29
8744,17
8745,53
8746,18
8747,58
8748,44
8749,43
8750,18
8751,58
8752,29
8753,60
8754,15
8755,36
8756,49
8757,24
8758,44
8759,10
8760,52
8761,11
8762,54
8763,50
8764,24
8765,18
8766,6
8767,8
8768,27
8769,10
8770,33
8771,23
8772,24
8773,36
8774,29
8775,22
8776,19
8777,48
8778,40
8779,28
8780,38
8781,43
8782,11
8783,45
8784,25
8785,30
8786,28
8787,12
8788,39
8789,54
8790,14
8791,44
8792,35
8793,44
8794,59
8795,42
8796,29
8797,38
8798,27
8799,56
8800,22
8801,39
8802,14
8803,48
8804,13
8805,56
8806,9
8807,14
8808,10
8809,21
8810,7
8811,49
8812,46
8813,19
8814,46
8815,37
8816,27
8817,51
8818,29
8819,40
8820,27
8821,60
8822,52
8823,11
8824,49
8825,52
8826,55
8827,37
8828,50
8829,42
8830,51
8831,35
8832,6
8833,54
8834,17
8835,39
8836,56
8837,31
8838,6
8839,31
8840,47
8841,32
8842,42
8843,40
8844,40
8845,20
8846,11
8847,10
8848,60
8849,26
8850,31
8851,39
8852,24
8853,46
8854,18
8855,36
8856,34
8857,16
8858,45
8859,46
8860,47
8861,42
8862,42
8863,23
8864,38
8865,39
8866,35
8867,55
8868,28
8869,11
8870,58
8871,51
8872,5
8873,26
8874,53
8875,27
8876,34
8877,14
8878,39
8879,22
8880,8
8881,9
8882,33
8883,16
8884,55
8885,57
8886,36
8887,46
8888,24
8889,45
8890,37
8891,14
8892,15
8893,42
8894,9
8895,48
8896,20
8897,37
8898,48
8899,50
8900,15
8901,34
8902,7
8903,12
8904,56
8905,38
8906,27
8907,53
8908,26
8909,32
8910,27
8911,19
8912,12
8913,58
8914,31
8915,55
8916,52
8917,36
8918,51
8919,43
8920,42
8921,37
8922,10
8923,41
8924,43
8925,50
8926,42
8927,34
8928,24
8929,6
8930,26
8931,39
8932,35
8933,12
8934,47
8935,57
8936,47
8937,56
8938,40
8939,51
8940,24
8941,60
8942,11
8943,44
8944,55
8945,28
8946,7
8947,54
8948,42
8949,53
8950,16
8951,55
8952,24
8953,47
8954,60
8955,16
8956,26
8957,57
8958,35
8959,19
8960,29
8961,58
8962,26
8963,45
8964,58
8965,50
8966,39
8967,57
8968,5
8969,28
8970,26
8971,41
8972,33
8973,18
8974,34
8975,31
8976,41
8977,52
8978,55
8979,41
8980,25
8981,32
8982,32
8983,35
8984,17
8985,15
8986,35
8987,8
8988,54
8989,17
8990,7
8991,36
8992,59
8993,5
8994,15
8995,11
8996,15
8997,38
8998,18
8999,48
9000,52
9001,12
9002,48
9003,12
9004,59
9005,32
9006,17
9007,38
9008,6
9009,15
9010,29
9011,15
9012,12
9013,31
9014,60
9015,26
9016,37
9017,53
9018,19
9019,48
9020,34
9021,8
9022,12
9023,12
9024,17
9025,38
9026,11
9027,11
9028,40
9029,50
9030,10
9031,44
9032,10
9033,5
9034,16
9035,21
9036,34
9037,42
9038,38
9039,14
9040,24
9041,47
9042,23
9043,58
9044,41
9045,41
9046,44
9047,19
9048,25
9049,22
9050,53
9051,13
9052,51
9053,45
9054,36
9055,15
9056,26
9057,47
9058,17
9059,20
9060,13
9061,52
9062,44
9063,30
9064,35
9065,29
9066,8
9067,42
9068,16
9069,43
9070,55
9071,6
9072,23
9073,11
9074,57
9075,8
9076,32
9077,7
9078,14
9079,18
9080,24
9081,9
9082,47
9083,17
9084,6
9085,41
9086,33
9087,29
9088,32
9089,47
9090,35
9091,18
9092,22
9093,49
9094,48
9095,9
9096,50
9097,27
9098,36
9099,32
9100,26
9101,44
9102,59
9103,6
9104,47
9105,7
9106,59
9107,12
9108,42
9109,43
9110,35
9111,33
9112,17
9113,49
9114,60
9115,33
9116,37
9117,5
9118,21
9119,20
9120,7
9121,19
9122,58
9123,53
9124,25
9125,55
9126,51
9127,37
9128,22
9129,53
9130,7
9131,30
9132,28
9133,49
9134,18
9135,20
9136,17
9137,25
9138,6
9139,44
9140,50
9141,11
9142,8
9143,10
9144,19
9145,56
9146,27
9147,43
9148,51
9149,11
9150,39
9151,30
9152,22
9153,45
9154,17
9155,56
9156,16
9157,33
9158,33
9159,34
9160,19
9161,42
9162,10
9163,54
9164,37
9165,40
9166,16
9167,49
9168,12
9169,56
9170,26
9171,58
9172,42
9173,16
9174,9
9175,50
9176,21
9177,50
9178,53
9179,32
9180,24
9181,18
9182,13
9183,11
9184,48
9185,20
9186,45
9187,18
9188,24
9189,21
9190,55
9191,8
9192,60
9193,11
9194,57
9195,14
9196,39
9197,36
9198,57
9199,21
9200,50
9201,13
9202,10
9203,12
9204,53
9205,17
9206,57
9207,44
9208,37
9209,20
9210,19
9211,13
9212,33
9213,17
9214,36
9215,60
9216,57
9217,44
9218,36
9219,11
9220,60
9221,28
9222,32
9223,39
9224,16
9225,5
9226,31
9227,46
9228,56
9229,41
9230,44
9231,13
9232,42
9233,50
9234,13
9235,49
9236,29
9237,28
9238,51
9239,38
9240,39
9241,17
9242,60
9243,50
9244,18
9245,27
9246,19
9247,44
9248,36
9249,57
9250,45
9251,8
9252,54
9253,31
9254,43
9255,48
9256,58
9257,34
9258,7
9259,39
9260,25
9261,17
9262,25
9263,58
9264,15
9265,6
9266,25
9267,57
9268,60
9269,36
9270,53
9271,9
9272,40
9273,55
9274,44
9275,54
9276,30
9277,57
9278,24
9279,41
9280,39
9281,16
9282,19
9283,47
9284,6
9285,35
9286,12
9287,49
9288,50
9289,18
9290,33
9291,23
9292,42
9293,24
9294,23
9295,5
9296,50
9297,44
9298,27
9299,22
9300,47
9301,10
9302,5
9303,43
9304,6
9305,34
9306,8
9307,14
9308,10
9309,8
9310,21
9311,24
9312,51
9313,9
9314,9
9315,57
9316,10
9317,19
9318,56
9319,42
9320,44
9321,7
9322,55
9323,58
9324,45
9325,25
9326,26
9327,43
9328,58
9329,55
9330,43
9331,34
9332,6
9333,39
9334,58
9335,48
9336,43
9337,51
9338,36
9339,51
9340,58
9341,30
9342,23
9343,59
9344,44
9345,6
9346,20
9347,27
9348,27
9349,58
9350,25
9351,15
9352,31
9353,17
9354,30
9355,8
9356,56
9357,6
9358,22
9359,54
9360,43
9361,39
9362,18
9363,59
9364,24
9365,14
9366,43
9367,5
9368,51
9369,30
9370,57
9371,21
9372,20
9373,6
9374,7
9375,44
9376,16
9377,52
9378,33
9379,43
9380,14
9381,58
9382,19
9383,58
9384,44
9385,51
9386,57
9387,26
9388,24
9389,46
9390,30
9391,37
9392,49
9393,54
9394,9
9395,37
9396,35
9397,19
9398,22
9399,21
9400,7
9401,59
9402,28
9403,41
9404,24
9405,55
9406,41
9407,21
9408,19
9409,49
9410,24
9411,26
9412,38
9413,57
9414,23
9415,22
9416,29
9417,36
9418,12
9419,49
9420,9
9421,31
9422,17
9423,46
9424,16
9425,48
9426,57
9427,48
9428,57
9429,18
9430,22
9431,60
9432,28
9433,46
9434,38
9435,33
9436,46
9437,33
9438,49
9439,44
9440,54
9441,31
9442,18
9443,54
9444,39
9445,33
9446,59
9447,26
9448,11
9449,52
9450,18
9451,44
9452,35
9453,24
9454,42
9455,53
9456,11
9457,58
9458,6
9459,7
9460,9
9461,48
9462,49
9463,49
9464,55
9465,19
9466,40
9467,32
9468,46
9469,25
9470,37
9471,11
9472,10
9473,35
9474,23
9475,51
9476,36
9477,34
9478,8
9479,24
9480,39
9481,46
9482,40
9483,60
9484,35
9485,28
9486,44
9487,35
9488,13
9489,47
9490,39
9491,19
9492,45
9493,8
9494,33
9495,41
9496,20
9497,20
9498,42
9499,19
9500,48
9501,7
9502,23
9503,12
9504,29
9505,26
9506,31
9507,27
9508,14
9509,42
9510,29
9511,34
9512,13
9513,31
9514,15
9515,19
9516,7
9517,28
9518,34
9519,58
9520,47
9521,34
9522,12
9523,48
9524,26
9525,21
9526,43
9527,13
9528,51
9529,50
9530,24
9531,7
9532,17
9533,38
9534,23
9535,21
9536,20
9537,10
9538,34
9539,12
9540,39
9541,36
9542,52
9543,25
9544,60
9545,16
9546,24
9547,37
9548,11
9549,5
9550,18
9551,19
9552,28
9553,39
9554,60
9555,16
9556,28
9557,56
9558,26
9559,19
9560,24
9561,17
9562,60
9563,45
9564,37
9565,53
9566,8
9567,48
9568,29
9569,21
9570,23
9571,29
9572,22
9573,10
9574,45
9575,8
9576,5
9577,42
9578,57
9579,13
9580,19
9581,40
9582,5
9583,39
9584,51
9585,13
9586,42
9587,57
9588,44
9589,23
9590,47
9591,16
9592,15
9593,42
9594,36
9595,7
9596,46
9597,36
9598,43
9599,24
9600,60
9601,40
9602,20
9603,48
9604,50
9605,48
9606,27
9607,12
9608,56
9609,18
9610,58
9611,19
9612,14
9613,14
9614,22
9615,38
9616,35
9617,24
9618,33
9619,23
9620,17
9621,26
9622,18
9623,13
9624,34
9625,35
9626,55
9627,15
9628,37
9629,19
9630,53
9631,32
9632,29
9633,22
9634,18
9635,27
9636,46
9637,24
9638,34
9639,48
9640,13
9641,49
9642,32
9643,29
9644,33
9645,31
9646,51
9647,18
9648,44
9649,8
9650,21
9651,41
9652,38
9653,52
9654,8
9655,47
9656,35
9657,41
9658,60
9659,8
9660,31
9661,44
9662,43
9663,16
9664,6
9665,5
9666,43
9667,21
9668,16
9669,9
9670,57
9671,7
9672,22
9673,26
9674,6
9675,50
9676,24
9677,59
9678,30
9679,11
9680,29
9681,31
9682,52
9683,26
9684,53
9685,18
9686,49
9687,58
9688,55
9689,20
9690,15
9691,60
9692,43
9693,33
9694,57
9695,29
9696,25
9697,57
9698,33
9699,39
9700,52
9701,14
9702,57
9703,41
9704,11
9705,52
9706,54
9707,23
9708,33
9709,44
9710,59
9711,12
9712,13
9713,55
9714,24
9715,39
9716,20
9717,46
9718,37
9719,26
9720,54
9721,48
9722,31
9723,41
9724,26
9725,54
9726,9
9727,28
9728,36
9729,5
9730,12
9731,14
9732,13
9733,47
9734,21
9735,22
9736,13
9737,56
9738,20
9739,15
9740,27
9741,26
9742,48
9743,37
9744,19
9745,60
9746,53
9747,20
9748,42
9749,7
9750,59
9751,37
9752,47
9753,17
9754,39
9755,36
9756,58
9757,28
9758,16
9759,30
9760,35
9761,36
9762,18
9763,57
9764,33
9765,39
9766,29
9767,49
9768,24
9769,19
9770,12
9771,38
9772,51
9773,34
9774,55
9775,31
9776,44
9777,59
9778,51
9779,22
9780,25
9781,10
9782,11
9783,54
9784,14
9785,46
9786,58
9787,19
9788,36
9789,39
9790,16
9791,8
9792,34
9793,16
9794,38
9795,52
9796,35
9797,13
9798,6
9799,20
9800,16
9801,17
9802,43
9803,7
9804,26
9805,27
9806,54
9807,35
9808,24
9809,55
9810,26
9811,41
9812,26
9813,25
9814,10
9815,24
9816,45
9817,30
9818,9
9819,49
9820,54
9821,36
9822,44
9823,45
9824,25
9825,42
9826,27
9827,55
9828,32
9829,11
9830,52
9831,12
9832,48
9833,6
9834,14
9835,39
9836,41
9837,28
9838,56
9839,20
9840,6
9841,10
9842,40
9843,11
9844,47
9845,24
9846,32
9847,29
9848,23
9849,58
9850,25
9851,35
9852,8
9853,53
9854,20
9855,22
9856,49
9857,26
9858,31
9859,55
9860,60
9861,25
9862,8
9863,10
9864,9
9865,7
9866,25
9867,60
9868,41
9869,58
9870,13
9871,52
9872,8
9873,24
9874,42
9875,54
9876,21
9877,56
9878,43
9879,59
9880,56
9881,51
9882,58
9883,19
9884,46
9885,38
9886,56
9887,25
9888,40
9889,18
9890,57
9891,18
9892,13
9893,44
9894,33
9895,29
9896,57
9897,57
9898,50
9899,14
9900,10
9901,21
9902,52
9903,51
9904,51
9905,29
9906,59
9907,25
9908,48
9909,26
9910,23
9911,45
9912,32
9913,26
9914,56
9915,46
9916,17
9917,45
9918,59
9919,6
9920,55
9921,53
9922,56
9923,46
9924,32
9925,14
9926,25
9927,9
9928,13
9929,19
9930,38
9931,13
9932,35
9933,24
9934,42
9935,7
9936,33
9937,50
9938,33
9939,39
9940,14
9941,46
9942,37
9943,59
9944,29
9945,10
9946,43
9947,59
9948,43
9949,20
9950,57
9951,34
9952,45
9953,31
9954,40
9955,25
9956,40
9957,19
9958,7
9959,57
9960,6
9961,22
9962,44
9963,30
9964,49
9965,14
9966,19
9967,19
9968,46
9969,56
9970,59
9971,44
9972,31
9973,60
9974,43
9975,60
9976,37
9977,60
9978,53
9979,16
9980,14
9981,47
9982,8
9983,52
9984,20
9985,11
9986,42
9987,5
9988,20
9989,42
9990,12
9991,9
9992,46
9993,7
9994,17
9995,20
9996,14
9997,18
9998,26
9999,31
